日期,股票代码,成交量,换手率,RSI,MACD_DIF,MACD_DEA,MACD_HIST,KDJ_K,KDJ_D,KDJ_J,MACD信号,RSI信号,KDJ信号
2023-01-03,600519,26034,0.21,,,,,,,,死叉,中性,中性
2023-01-04,600519,20416,0.16,,,,,,,,死叉,中性,中性
2023-01-05,600519,47943,0.38,,,,,,,,死叉,中性,中性
2023-01-06,600519,24904,0.2,,,,,,,,死叉,中性,中性
2023-01-09,600519,30977,0.25,,,,,,,,死叉,中性,中性
2023-01-10,600519,22732,0.18,,,,,,,,死叉,中性,中性
2023-01-11,600519,22720,0.18,,,,,,,,死叉,中性,中性
2023-01-12,600519,17193,0.14,,,,,,,,死叉,中性,中性
2023-01-13,600519,31940,0.25,,,,,81.51034910810422,83.9787246703951,76.57359798352249,死叉,中性,中性
2023-01-16,600519,36848,0.29,,,,,79.41654737251743,80.19902820137993,77.85158571479244,死叉,中性,中性
2023-01-17,600519,21299,0.17,,,,,83.71129753064521,81.54606467042227,88.04176325109111,死叉,中性,超买
2023-01-18,600519,21063,0.17,,,,,70.401538605873,77.8431278363452,55.51836014492861,死叉,中性,中性
